System,Teff,M_A,R_A,Period,aAU,M_b,R_b,Teq
TOI-481,5735,1.14,1.66,10.331,0.097,486.23400000000004,11.096811,1370.0
TOI-500b,4440,0.74,0.678,0.548,0.01189,1.4301,1.1657256,1617.0
TOI-503,7650,1.8,1.7,3.677,0.05727,17065.86,15.019926,2011.0
TOI-519,3322,0.335,0.35,1.265,0.0159,147.1414,11.545167,687.0
TOI-530,3659,0.53,0.54,6.387,0.052,127.12,9.303386999999999,56.0
TOI-532,3957,0.639,0.612,2.327,0.0296,61.33540000000001,5.8174191,867.0
TOI-544,4169,0.63,0.624,1.548,0.0225,2.89198,2.017602,999.0
TOI-558,6466,1.349,1.496,14.574,0.1291,1147.258,12.172865400000001,1061.0
TOI-559,5925,1.026,1.233,6.984,0.0723,1909.978,12.2289099,1180.0
TOI-561b,5372,0.806,0.843,0.447,0.0106,2.2246,1.41904674,2310.0
TOI-561c,5372,0.806,0.843,10.779,0.0884,6.57846,2.914314,800.0
TOI-561d,5372,0.806,0.843,25.62,0.158,12.13996,2.8246428,598.0
TOI-561e,5372,0.806,0.843,77.23,0.328,13.60184,2.5444203,415.0
TOI-564,5640,0.998,1.088,1.651,0.02736,463.988,11.433078,1714.0
TOI-569,5705,1.21,1.48,6.556,0.07428,20275.64,8.406675,1227.0
TOI-615,6850,1.449,1.732,4.662,0.0678,138.243,18.9766677,1666.0
TOI-622,6400,1.313,1.415,6.403,0.0708,96.2934,9.236133599999999,1388.0
TOI-628,6250,1.311,1.345,3.41,0.0486,2011.6740000000002,11.881434,1586.0
TOI-629,9100,2.16,2.37,8.718,0.109,21292.600000000002,12.441879,2047.0
TOI-640,6460,1.536,2.082,5.004,0.06608,181.146,19.279308,1816.0
TOI-669,5600,0.9,0.99,3.945,0.047,9.78824,2.6004648,1235.0
TOI-674,3514,0.42,0.42,1.977,0.025,23.5172,5.2457652,635.0
TOI-677,6295,1.158,1.281,11.237,0.1038,392.80080000000004,13.114412999999999,1252.0
TOI-733,5585,0.956,0.949,4.885,0.0618,5.7204,1.99182153,1056.0
TOI-776b,3709,0.544,0.538,8.247,0.0652,4.67166,1.8270507,513.0
TOI-776c,3709,0.544,0.538,15.665,0.1,6.10176,2.0624376,415.0
TOI-778,6643,1.4,1.71,4.634,0.06,889.84,15.356193000000001,1561.0
TOI-811,6107,1.323,1.27,25.166,0.1874,19036.22,14.1456318,762.0
TOI-824,4616,0.712,0.695,1.393,0.02177,18.46418,2.9255229000000003,1253.0
TOI-836b,4552,0.678,0.665,3.817,0.0422,4.5445400000000005,1.7037528,871.0
TOI-836c,4552,0.678,0.665,8.595,0.075,9.597560000000001,2.58701412,665.0
TOI-852,5768,1.32,1.71,4.946,0.063,17065.86,9.2921781,1449.0
TOI-858B,5842,1.081,1.308,3.28,0.04435,349.58000000000004,14.067169499999999,1529.0
TOI-892,6261,1.28,1.39,10.627,0.092,301.91,11.993523,1397.0
TOI-905,5570,0.968,0.918,3.739,0.0467,211.97260000000003,13.1256219,1192.0
TOI-908,5626,0.95,1.028,3.184,0.0417,16.2078,3.18556938,1317.0
TOI-954,5710,1.201,1.892,3.685,0.04962,55.2972,9.5499828,1526.0
TOI-969,4435,0.734,0.671,1.824,0.02636,9.089080000000001,2.76523563,941.0
TOI-1062,5328,0.94,0.84,4.114,0.052,10.1696,2.2641978000000003,1077.0
TOI-1064b,4374,0.748,0.726,6.444,0.06152,13.5065,2.58701412,784.0
TOI-1064c,4374,0.748,0.726,12.227,0.0943,2.5106200000000003,2.65090485,634.0
TOI-1075,3875,0.604,0.581,0.605,0.01159,9.947140000000001,1.79118222,1323.0
TOI-1107,6311,1.35,1.81,4.078,0.0561,1064.63,14.57157,1728.0
TOI-1130b,4350,0.71,0.68,4.066,0.04457,19.258680000000002,3.5644302,632.0
TOI-1130c,4350,0.71,0.68,8.35,0.07191,325.745,13.338591,498.0
TOI-1136b,5770,1.022,0.968,4.173,0.0511,3.68648,1.905513,1216.0
TOI-1136c,5770,1.022,0.968,6.257,0.0669,7.40474,2.8784455199999996,1062.0
TOI-1136d,5770,1.022,0.968,12.519,0.1062,5.593280000000001,4.62703392,843.0
TOI-1136e,5770,1.022,0.968,18.799,0.139,3.30512,2.63857506,737.0
TOI-1136f,5770,1.022,0.968,26.316,0.174,8.2628,3.8782794,658.0
TOI-1136g,5770,1.022,0.968,39.539,0.229,12.0764,2.5332114,574.0
TOI-1194,5446,1.007,0.963,2.311,0.03428,144.91680000000002,8.5972263,1391.0
TOI-1201,3476,0.512,0.508,2.492,0.0287,6.292440000000001,2.4099135,703.0
TOI-1231,3562,0.485,0.476,24.246,0.1288,15.2544,3.6541014,330.0
TOI-1235,3997,0.63,0.619,3.445,0.03826,5.91108,1.6936647900000001,775.0
TOI-1246b,5151,0.87,0.86,4.307,0.049,7.945,3.0151941,955.0
TOI-1246c,5151,0.87,0.86,5.904,0.061,8.8984,2.5107936,860.0
TOI-1246d,5151,0.87,0.86,18.656,0.131,5.4026000000000005,3.5083857,586.0
TOI-1246e,5151,0.87,0.86,37.922,0.211,14.9366,3.7773993000000003,462.0
TOI-1259,4775,0.744,0.711,3.478,0.0407,140.1498,11.4554958,963.0
TOI-1260b,4227,0.679,0.672,3.127,0.0367,8.548820000000001,2.4099135,871.0
TOI-1260c,4227,0.679,0.672,7.493,0.0657,13.347600000000002,2.6340915,651.0
TOI-1260d,4227,0.679,0.672,16.608,0.1116,11.98106,3.1160742000000003,499.0
TOI-1266b,3573,0.436,0.431,10.895,0.0745,4.2267399999999995,2.6228826,425.0
TOI-1266c,3573,0.436,0.431,18.802,0.1037,2.89198,2.129691,354.0
TOI-1272,4985,0.851,0.788,3.316,0.0412,24.59772,4.1360841,961.0
TOI-1288b,5225,0.89,1.01,2.7,0.0429,41.949600000000004,5.2345563,1266.0
TOI-1296,5603,1.17,1.664,3.944,0.0497,94.70439999999999,13.798155900000001,1562.0
TOI-1298,5889,1.44,1.412,4.537,0.059,113.1368,9.4266849,1388.0
TOI-1333,6274,1.464,1.925,4.72,0.0626,753.186,15.647624399999998,1679.0
TOI-1406,6290,1.18,1.35,10.574,0.101,14618.800000000001,9.639654,1108.0
TOI-1416,4884,0.798,0.793,1.07,0.019,3.46402,1.6196860499999999,1517.0
TOI-1420,5493,0.987,0.923,6.956,0.071,25.1062,11.892642899999998,957.0
TOI-1422,5840,0.981,1.019,12.997,0.108,8.99374,3.9567417,867.0
TOI-1431,7690,1.9,1.92,2.65,0.046,997.892,16.701261,2390.0
TOI-1452,3185,0.249,0.275,11.062,0.061,4.83056,1.67236788,326.0
TOI-1470b,3709,0.471,0.469,2.527,0.0285,7.3094,2.1745266,734.0
TOI-1470c,3709,0.471,0.469,18.088,0.106,7.24584,2.465958,383.0
TOI-1478,5597,0.947,1.048,10.18,0.0903,270.44780000000003,11.881434,918.0
TOI-1601,5948,1.517,2.186,5.332,0.06864,314.622,13.8878271,1619.0
TOI-1634,3472,0.452,0.451,0.989,0.01491,9.947140000000001,1.77324798,921.0
TOI-1670c,6170,1.21,1.316,40.75,0.249,200.214,11.0631843,684.0
TOI-1695,3650,0.515,0.513,3.134,0.03355,6.356000000000001,1.905513,698.0
TOI-1728,3975,0.646,0.624,3.492,0.0391,26.695200000000003,5.0552139,767.0
TOI-1736,5670,1.06,1.38,7.073,0.074,11.885720000000001,3.0488208,1186.0
TOI-1749b,3985,0.58,0.55,2.389,0.0291,19.068,1.3899036,831.0
TOI-1749c,3985,0.58,0.55,4.489,0.0443,2.2246,2.1184821,673.0
TOI-1749d,3985,0.58,0.55,9.045,0.0707,4.4492,2.5220025,533.0
TOI-1759,4065,0.606,0.597,18.85,0.1177,10.805200000000001,3.1384920000000003,443.0
TOI-1789,5991,1.507,2.168,3.209,0.04882,222.46,16.140816,1927.0
TOI-1807,4757,0.75,0.68,0.549,0.0135,2.25638,1.36972758,1499.0
TOI-1811,4753,0.819,0.773,3.713,0.04393,309.5372,11.2313178,962.0
TOI-1820,5734,1.04,1.51,4.861,0.069,730.9399999999999,12.553968000000001,1295.0
TOI-1853,4985,0.837,0.808,1.243,0.021,73.4118,3.4523411999999998,1478.0
TOI-1899,3926,0.632,0.607,29.09,0.1525,212.92600000000002,11.096811,378.0
TOI-1937,5814,1.072,1.08,0.947,0.01932,638.7779999999999,13.9774983,2097.0
TOI-1982,6325,1.41,1.51,17.172,0.1457,20943.020000000004,12.105612,982.0
TOI-1994,7700,1.86,2.3,4.034,0.0613,7023.380000000001,13.674858,2290.0
TOI-2000b,5607,1.074,1.113,3.098,0.0426,10.29672,2.6453004,1475.0
TOI-2000c,5607,1.074,1.113,9.127,0.0875,75.6364,7.969527899999999,1029.0
TOI-2010,5929,1.112,1.079,141.834,0.5516,408.6908,11.8141806,400.0
TOI-2015,3194,0.342,0.333,3.349,0.0301,16.5256,3.3850878,512.0
TOI-2025,5880,1.32,1.56,8.872,0.089,1398.3200000000002,12.553968000000001,1186.0
TOI-2109,6530,1.447,1.698,0.672,0.01791,1595.356,15.0983883,3646.0
TOI-2134b,4580,0.744,0.709,9.229,0.078,9.12086,2.6789270999999997,666.0
TOI-2134c,4580,0.744,0.709,95.5,0.371,41.949600000000004,7.2745761,306.0
TOI-2136,3342,0.3272,0.344,7.852,0.057,4.767,2.1969444,378.0
TOI-2141,5659,0.94,0.98,18.262,0.133,23.835,3.1160742000000003,722.0
TOI-2145,6189,1.72,2.738,10.261,0.1108,1700.23,12.3634167,1484.0
TOI-2152,6630,1.516,1.612,3.377,0.0506,899.374,14.358600899999999,1802.0
TOI-2154,6280,1.233,1.396,3.824,0.0513,292.37600000000003,16.2865317,1580.0
TOI-2158,5673,1.12,1.41,8.601,0.075,260.596,10.760544,1188.0
TOI-2179,5788,1.026,1.088,15.169,0.1207,617.1676,12.5203413,974.0
TOI-2180,5695,1.111,1.636,260.79,0.828,875.539,11.320988999999999,348.0
TOI-2193,5966,1.082,1.248,2.123,0.03319,298.73199999999997,19.839752999999998,1763.0
TOI-2196,5634,1.032,1.043,1.195,0.02234,25.99604,3.5083857,1860.0
TOI-2207,6101,1.296,1.564,8.002,0.0854,203.39200000000002,11.1528555,1259.0
TOI-2236,6248,1.343,1.573,3.532,0.05009,502.124,14.3698098,1688.0
TOI-2257,3430,0.328,0.313,35.189,0.145,5.7204,2.1969444,256.0
TOI-2338,5581,0.99,1.05,22.654,0.676,1900.4440000000002,11.2089,799.0
TOI-2364,5306,0.954,0.886,4.02,0.04871,71.50500000000001,8.6084352,1091.0
TOI-2373,5651,1.041,1.102,13.337,0.112,2923.7599999999998,10.424277,860.0
TOI-2421,5607,1.131,1.75,4.347,0.0543,105.82740000000001,10.3682325,1534.0
TOI-2416,5808,1.118,1.236,8.275,0.0831,953.4000000000001,9.863832,1080.0
TOI-2497,7360,1.861,2.358,10.656,0.1167,1655.738,11.2089,1596.0
TOI-2498,5905,1.12,1.26,3.738,0.0491,34.6402,6.0640149,1443.0
TOI-2524,5831,1.007,1.119,7.186,0.073,203.39200000000002,11.2089,1100.0
TOI-2543,6060,1.29,1.86,7.543,0.0788,21483.28,10.648455,1419.0
TOI-2567,5611,1.13,1.686,5.984,0.0672,63.87780000000001,10.9286775,1352.0
TOI-2570,5771,1.063,1.095,2.989,0.04145,260.596,13.641231300000001,1431.0
TOI-2583,5936,1.215,1.477,4.52,0.0571,79.45,14.459481,1456.0
TOI-2587,5760,1.15,1.726,5.457,0.0635,69.2804,12.0719853,1445.0
TOI-2589,5579,0.93,1.07,61.628,0.522,1112.3,121.05612,592.0
TOI-2641,6100,1.16,1.336,4.881,0.0607,116.6326,18.158418,1387.0
TOI-2796,5764,1.063,1.069,4.808,0.0569,139.832,17.822151,1205.0
TOI-2803,6280,1.118,1.245,1.962,0.03185,309.855,18.113582400000002,1893.0
TOI-2818,5721,0.977,1.229,4.04,0.0493,225.638,15.2777307,1376.0
TOI-2842,5910,1.135,1.265,3.551,0.0475,117.586,12.845399399999998,1471.0
TOI-2977,5691,0.936,1.073,2.351,0.03386,533.904,13.1592486,1544.0
TOI-3023,5760,1.12,1.668,3.901,0.0505,197.036,16.432247399999998,1596.0
TOI-3235,3389,0.394,0.37,2.593,0.02709,211.33700000000002,11.399451299999999,604.0
TOI-3331,5609,1.016,0.952,2.018,0.03144,721.4060000000001,12.979906199999999,1488.0
TOI-3364,5706,1.186,1.419,5.877,0.0675,530.726,12.2289099,1264.0
TOI-3540,5810,1.081,1.228,3.12,0.04289,375.004,23.53869,1498.0
TOI-3629,3870,0.63,0.6,3.937,0.043,82.628,8.294586,690.0
TOI-3688,5950,1.199,1.302,3.246,0.0456,311.444,13.0807863,1534.0
TOI-3693,5321,0.867,0.791,9.089,0.0813,324.156,12.598803600000002,801.0
TOI-3714,3660,0.53,0.51,2.155,0.027,222.46,11.320988999999999,750.0
TOI-3757,3913,0.64,0.61,3.439,0.03845,85.17040000000001,11.993523,759.0
TOI-3785,3576,0.52,0.5,4.675,0.043,14.9366,5.1448851,582.0
TOI-3807,5772,1.181,1.468,2.899,0.0421,330.512,22.4178,1646.0
TOI-3819,5859,1.242,1.538,3.244,0.04611,352.75800000000004,13.136830799999998,1633.0
TOI-3884,3180,0.298,0.302,4.545,0.0361,32.733399999999996,6.4339086,441.0
TOI-3912,5725,1.088,1.392,3.494,0.0463,129.0268,14.2801386,1512.0
TOI-3976,5975,1.254,1.501,6.608,0.0743,55.615,12.2737455,1295.0
TOI-3984,3476,0.49,0.47,4.353,0.041,44.492000000000004,7.9583189999999995,563.0
TOI-4010b,4960,0.88,0.83,1.348,0.0229,11.123000000000001,3.0151941,1441.0
TOI-4010c,4960,0.88,0.83,5.415,0.058,20.3392,5.9295081000000005,907.0
TOI-4010d,4960,0.88,0.83,14.709,0.113,38.136,6.1761039,650.0
TOI-4087,6060,1.178,1.112,3.177,0.04469,231.994,13.047159599999999,1458.0
TOI-4127,6096,1.23,1.293,56.399,0.3081,730.9399999999999,12.2849544,605.0
TOI-4137,6202,1.313,1.438,3.802,0.0522,457.632,13.573977900000001,1570.0
TOI-4138,6128,1.32,1.82,3.66,0.051,212.92600000000002,16.701261,1762.0
TOI-4145,5281,0.905,0.859,4.066,0.04823,136.654,13.3049643,1074.0
TOI-4201,3937,0.625,0.616,3.582,0.03923,816.746,12.6996837,751.0
TOI-4406,6219,1.19,1.29,30.084,0.15,95.34,11.2089,904.0
TOI-4463,5640,1.056,1.062,2.881,0.04036,252.33320000000003,13.260128700000001,1395.0
TOI-4515,5433,0.949,0.86,15.266,0.118,637.189,12.172865400000001,705.0
TOI-4562,6096,1.192,1.152,225.118,0.768,730.9399999999999,12.531550200000002,318.0
TOI-4603,6264,1.765,2.738,7.246,0.0888,4096.442,11.6796738,1677.0
TOI-4791,6058,1.242,1.409,4.281,0.0555,734.118,12.441879,1472.0
TOI-4860,3255,0.34,0.354,1.522,0.01808,93.02006000000002,8.5860174,694.0
TOI-5153,6300,1.24,1.4,20.33,0.158,1036.028,11.881434,906.0
TOI-5205,3430,0.392,0.394,1.631,0.0199,343.22400000000005,11.545167,737.0
TOI-5293,3586,0.54,0.52,2.93,0.034,171.61200000000002,11.881434,675.0
TOI-5344,3367,0.612,0.588,3.793,0.04041,130.93359999999998,10.6036194,689.0
TOI-5398b,6000,1.146,1.051,10.591,0.098,58.793,10.2897702,947.0
TOI-5398c,6000,1.146,1.051,4.773,0.057,11.7586,3.5195946,1242.0
TOI-5542,5700,0.89,1.058,75.124,0.332,419.49600000000004,11.3097801,441.0
TOI-5678,5485,0.905,0.938,47.73,0.249,20.0214,4.9094982,513.0
TRAPPIST-1b,2566,0.0898,0.1192,1.511,0.01154,1.36654,1.11640644,391.8
TRAPPIST-1c,2566,0.0898,0.1192,2.422,0.0158,1.3029800000000002,1.09735131,334.8
TRAPPIST-1d,2566,0.0898,0.1192,4.05,0.02227,3.8771600000000004,0.78798567,282.1
TRAPPIST-1e,2566,0.0898,0.1192,6.099,0.02925,0.6991600000000001,0.92025069,246.1
TRAPPIST-1f,2566,0.0898,0.1192,9.206,0.03849,1.04874,1.04466948,214.5
TRAPPIST-1g,2566,0.0898,0.1192,12.355,0.04683,1.33476,1.12873623,194.5
TRAPPIST-1h,2566,0.0898,0.1192,18.768,0.06189,0.3178,0.75547986,169.2
TrES-1,5226,0.892,0.818,3.03,0.03946,241.84580000000003,12.3185811,1147.0
TrES-2,5850,0.991,0.964,2.471,0.03567,383.2668,13.3722177,1466.0
TrES-3,5650,0.921,0.8235,1.306,0.02276,603.5022,14.683659,1638.0
TrES-4,6295,1.45,1.81,3.554,0.0516,156.9932,20.601958200000002,1795.0
TrES-5,5171,0.901,0.868,1.482,0.02446,568.8620000000001,13.3834266,1480.0
V1298_Tau_c,5050,1.157,1.355,8.249,0.0839,19.7036,5.2345563,979.0
V1298_Tau_e,5050,1.157,1.355,46.768,0.2667,209.74800000000002,9.5051472,549.0
WASP-001,6160,1.24,1.47,2.52,0.03889,271.4012,16.6227987,1830.0
WASP-002,5170,0.843,0.821,2.152,0.0308,283.4776,11.881434,1286.0
WASP-003,6340,1.11,1.298,1.847,0.0305,562.506,15.0871794,2020.0
WASP-004,5540,0.927,0.91,1.338,0.02318,396.9322,15.2889396,1673.0
WASP-005,5770,1.033,1.088,1.628,0.0274,506.891,13.1704575,1753.0
WASP-006,5375,0.836,0.864,3.361,0.0414,154.133,13.786947,1184.0
WASP-007,6520,1.317,1.478,4.955,0.0624,311.444,15.401028600000002,1530.0
WASP-008,5690,1.093,0.976,8.159,0.0817,704.2448,13.0583685,947.0
WASP-010,4735,0.73,0.678,3.093,0.0378,997.892,11.646047099999999,972.0
WASP-011,4900,0.806,0.772,3.722,0.04375,156.3576,11.096811,992.0
WASP-012,6313,1.434,1.657,1.091,0.0234,467.166,21.29691,2580.0
WASP-013,6025,1.22,1.657,4.353,0.0557,162.7136,17.1271992,1531.0
WASP-014,6462,1.3,1.318,2.243,0.037,2412.102,13.899036,1872.0
WASP-015,6573,1.305,1.522,3.752,0.05165,188.1376,15.782131199999998,1676.0
WASP-016,5630,0.98,1.087,3.119,0.0415,264.4096,13.6524402,1389.0
WASP-017,6550,1.286,1.583,3.735,0.05135,151.5906,21.6555948,1755.0
WASP-018,6400,1.295,1.255,0.941,0.02055,3343.256,13.4955156,2411.0
WASP-019,5460,0.935,1.018,0.789,0.01634,361.9742,15.804549,2077.0
WASP-020,5987,1.113,1.242,4.9,0.05851,125.84880000000001,15.490699799999998,1330.0
WASP-021,5924,0.89,1.136,4.323,0.0499,87.71280000000002,13.0247418,1333.0
WASP-022,6153,1.249,1.255,3.533,0.0489,196.0826,13.4394711,1502.0
WASP-023,5046,0.842,0.819,2.944,0.03798,291.42260000000005,11.959896299999999,1152.0
WASP-024,6107,1.168,1.317,2.341,0.03635,352.4402,14.605196699999999,1772.0
WASP-025,5736,1.053,0.924,3.765,0.04819,190.0444,13.9774983,1210.0
WASP-026,6015,1.095,1.284,2.767,0.03966,324.156,13.6300224,1650.0
WASP-028,6084,0.993,1.083,3.409,0.0442,282.5242,13.6636491,1456.0
WASP-029,4875,0.825,0.808,3.923,0.04565,77.5432,8.6868975,960.0
WASP-030,6208,1.23,1.42,4.157,0.05534,19608.260000000002,10.760544,1474.0
WASP-031,6175,1.163,1.252,3.406,0.04659,151.9084,17.362586099999998,1575.0
WASP-032,6100,1.1,1.11,2.719,0.0394,1144.0800000000002,13.226502,1560.0
WASP-033,7430,1.561,1.509,1.22,0.0259,686.4480000000001,18.8197431,2710.0
WASP-034,5704,1.01,0.93,4.318,0.0524,187.502,13.674858,1250.0
WASP-035,6072,1.07,1.09,3.162,0.04317,228.816,14.795748,1450.0
WASP-036,5928,1.081,0.985,1.537,0.02677,750.3258000000001,14.8742103,1733.0
WASP-037,5940,0.925,1.003,3.577,0.0446,572.0400000000001,13.002324,1323.0
WASP-038,6436,1.28,1.35,6.872,0.07522,858.0600000000001,11.993523,1292.0
WASP-039,5485,0.913,0.939,4.055,0.04828,89.30180000000001,14.3361831,1166.0
WASP-041,5546,0.987,0.886,3.052,0.041,310.49060000000003,13.204084199999999,1242.0
WASP-042,5315,0.951,0.892,4.982,0.0561,167.4806,12.5763858,1021.0
WASP-043,4240,0.712,0.698,0.813,0.01526,646.4051999999999,12.105612,1440.0
WASP-044,5400,0.917,0.865,2.424,0.03445,276.1682,11.2313178,1304.0
WASP-045,5100,0.904,0.917,3.126,0.0405,318.4356,11.1192288,1170.0
WASP-046,5600,0.828,0.858,1.43,0.02335,606.998,13.1592486,1636.0
WASP-047b,5576,1.058,1.156,4.159,0.05111,374.05060000000003,12.643639199999999,1220.0
WASP-048,6000,1.062,1.519,2.144,0.0332,288.2446,15.647624399999998,1956.0
WASP-049,5600,1.0,1.038,2.782,0.0387,125.84880000000001,13.428262199999999,1399.0
WASP-050,5518,0.861,0.855,1.955,0.02913,456.6786,12.755728199999998,1410.0
WASP-052,5000,0.804,0.786,1.75,0.02643,137.92520000000002,14.044751699999999,1315.0
WASP-053,4950,0.839,0.798,3.31,0.04101,677.5496,12.0383586,1053.0
WASP-054,6296,1.213,1.828,3.694,0.04987,202.1208,18.5283117,1759.0
WASP-055,6070,1.162,1.102,4.466,0.0558,199.2606,14.9638815,1300.0
WASP-056,5600,1.017,1.112,4.167,0.05458,181.4638,12.240118800000001,1216.0
WASP-057,5600,0.886,0.927,2.839,0.03769,204.66320000000002,11.769345,1338.0
WASP-058,5800,0.94,1.17,5.017,0.0561,282.84200000000004,15.356193000000001,1270.0
WASP-059,4650,0.719,0.613,7.92,0.0697,274.2614,8.6868975,670.0
WASP-060,6105,1.229,1.401,4.305,0.05544,177.96800000000002,13.730902500000001,1479.0
WASP-061,6250,1.27,1.39,3.856,0.0521,654.668,13.674858,1624.0
WASP-062,6230,1.25,1.28,4.412,0.0567,181.146,15.580371,1440.0
WASP-063,5715,1.32,1.88,4.378,0.0574,120.76400000000001,16.028727,1540.0
WASP-064,5550,1.004,1.058,1.573,0.02648,403.92379999999997,14.246511899999998,1689.0
WASP-065,5600,0.93,1.01,2.311,0.0334,492.59000000000003,12.464296800000001,1480.0
WASP-066,6600,1.3,1.75,4.086,0.0546,737.2959999999999,15.580371,1790.0
WASP-067,5417,0.829,0.817,4.614,0.051,129.0268,12.2289099,1003.0
WASP-068,5910,1.24,1.69,5.084,0.06206,301.91,13.899036,1490.0
WASP-069,4700,0.826,0.813,3.868,0.04525,82.628,11.8478073,963.0
WASP-070,5864,1.111,1.251,3.713,0.0486,188.1376,13.293755399999998,1433.0
WASP-071,6180,1.559,2.26,2.904,0.04619,712.5076,16.364994,2049.0
WASP-072,6250,1.386,1.98,2.217,0.03708,464.30580000000003,14.235303,2210.0
WASP-073,6030,1.34,2.07,4.087,0.05512,597.4639999999999,13.002324,1790.0
WASP-074,5984,1.191,1.536,2.138,0.03443,262.5028,15.7372956,1926.0
WASP-075,6100,1.16,1.27,2.484,0.0377,343.22400000000005,14.683659,1688.0
WASP-076,6329,1.458,1.765,1.81,0.033,284.1132,20.7813006,2228.0
WASP-078,6100,1.39,2.35,2.175,0.0367,273.308,23.090334,2470.0
WASP-079,6600,1.39,1.51,3.662,0.0519,273.308,17.149617,1716.0
WASP-080,4145,0.596,0.593,3.068,0.03479,178.60360000000003,11.0519754,825.0
WASP-081,5890,1.08,1.283,2.716,0.03908,231.6762,16.0175181,1623.0
WASP-082,6500,1.635,2.219,2.706,0.04477,396.6144,19.1896368,2202.0
WASP-083,5480,1.11,1.05,4.971,0.059,95.34,11.657256,1120.0
WASP-084b,5280,0.853,0.768,8.523,0.0778,219.9176,10.715708399999999,732.0
WASP-084c,5280,0.853,0.768,1.447,0.0236,15.2544,1.9503485999999999,1329.0
WASP-085,5685,1.09,0.935,2.656,0.039,402.017,13.899036,1452.0
WASP-086-KELT-12,6279,1.278,2.02,5.032,0.06237,264.7274,15.490699799999998,1722.0
WASP-087,6450,1.204,1.627,1.683,0.02946,692.8040000000001,15.524326499999999,2322.0
WASP-088,6450,1.288,1.93,4.954,0.06431,165.256,18.270507,1737.0
WASP-089,4955,0.92,0.88,3.356,0.0427,1875.0200000000002,11.657256,1120.0
WASP-090,6440,1.55,1.98,3.916,0.0562,200.214,18.270507,1840.0
WASP-091,4920,0.84,0.86,2.799,0.037,425.85200000000003,11.545167,1160.0
WASP-092,6280,1.19,1.341,2.175,0.0348,255.82900000000004,16.3762029,1871.0
WASP-093,6700,1.334,1.524,2.733,0.04211,467.166,17.261706,1910.0
WASP-094,6170,1.45,1.62,3.95,0.055,143.6456,19.279308,1604.0
WASP-095,5830,1.11,1.13,2.185,0.03416,359.114,13.562769,1570.0
WASP-096,5500,1.06,1.05,3.426,0.0453,152.544,13.45068,1285.0
WASP-097,5670,1.12,1.06,2.073,0.03303,419.49600000000004,12.666056999999999,1555.0
WASP-098,5473,0.809,0.741,2.963,0.03762,293.01160000000004,12.822981599999999,1171.0
